City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Sept-Iles,CA,2021-06-02 15:28:16,50.2001,-66.3821,65.25,44,40,8.99
295,Shingu,JP,2021-06-02 15:32:43,33.7333,135.9833,65.91,94,100,7.09
296,Phangnga,TH,2021-06-02 15:32:43,8.4509,98.5298,88.83,93,83,1.77
297,Victoria,HK,2021-06-02 15:30:44,22.2855,114.1577,86.32,89,80,1.01
298,Portobelo,PA,2021-06-02 15:32:43,9.55,-79.65,82.62,78,100,5.79
299,Jinsha,CN,2021-06-02 15:32:44,32.0898,121.0735,71.02,96,100,5.97
300,Brae,GB,2021-06-02 15:32:44,60.3964,-1.353,57.11,61,1,20.47
301,Byumba,RW,2021-06-02 15:32:44,-1.5763,30.0675,68.2,84,66,2.68
302,Malanville,BJ,2021-06-02 15:32:45,11.8685,3.3899,107.73,15,30,6.71
303,Lillehammer,NO,2021-06-02 15:32:45,61.1146,10.4674,74.32,37,38,7.45
304,Caravelas,BR,2021-06-02 15:32:45,-17.7125,-39.2481,81.3,62,24,7.49
305,Rocha,UY,2021-06-02 15:32:46,-34.4833,-54.3333,59.34,67,63,15.39
306,Beloha,MG,2021-06-02 15:32:46,-25.1667,45.05,68.99,88,67,16.53
307,Beltsville,US,2021-06-02 15:32:46,39.0348,-76.9075,78.8,66,1,1.01
308,Kahului,US,2021-06-02 15:32:47,20.8947,-156.47,76.84,82,90,11.5
309,Gumdag,TM,2021-06-02 15:29:45,39.2061,54.5906,104.49,10,0,2.91
310,Santa Rosa,PH,2021-06-02 15:32:47,14.3122,121.1114,80.58,91,100,10.56
311,La Primavera,CO,2021-06-02 15:32:48,5.4906,-70.4092,83.03,70,98,4.38
312,Altay,CN,2021-06-02 15:32:48,47.8667,88.1167,69.49,38,82,3.69
313,Nabire,ID,2021-06-02 15:32:48,-3.3667,135.4833,75.81,92,86,3.78
314,Eureka,US,2021-06-02 15:32:48,40.8021,-124.1637,52.93,93,72,1.99
315,Nuuk,GL,2021-06-02 15:32:49,64.1835,-51.7216,43.41,70,75,9.22
316,Shenjiamen,CN,2021-06-02 15:32:49,29.9576,122.298,71.8,98,95,14.36
317,Cabatuan,PH,2021-06-02 15:32:49,10.8794,122.486,77.09,88,96,7.02
318,Maku,IR,2021-06-02 15:32:50,39.2911,44.4521,70.59,31,0,11.43
319,Itaquyry,PY,2021-06-02 15:32:50,-24.9333,-55.2167,79.02,43,7,4.56
320,Jumla,NP,2021-06-02 15:32:50,29.2747,82.1838,56.21,85,23,2.39
321,Sakmara,RU,2021-06-02 15:32:51,51.9844,55.3338,82.42,79,96,11.16
322,Tessalit,ML,2021-06-02 15:32:51,20.1986,1.0114,110.14,4,1,9.62
323,Sharan,RU,2021-06-02 15:32:51,54.8167,54.0,51.42,93,100,14.36
324,Komsomolskiy,UZ,2021-06-02 15:32:52,40.4272,71.7189,86.72,21,40,6.91
325,Ouahigouya,BF,2021-06-02 15:32:52,13.5828,-2.4216,106.09,15,40,6.24
326,Tabas,IR,2021-06-02 15:32:52,33.5959,56.9244,101.82,7,0,8.75
327,General Pico,AR,2021-06-02 15:32:53,-35.6566,-63.7568,55.96,47,21,3.04
328,West Wendover,US,2021-06-02 15:32:53,40.7391,-114.0733,74.41,23,1,0.0
329,Katsuura,JP,2021-06-02 15:32:53,35.1333,140.3,70.11,83,100,8.37
330,Abha,SA,2021-06-02 15:32:54,18.2164,42.5053,82.65,10,20,14.23
331,Marsabit,KE,2021-06-02 15:32:54,2.3284,37.9899,71.96,42,75,15.61
332,Lufkin,US,2021-06-02 15:30:51,31.3382,-94.7291,76.6,73,75,4.41
333,Klaksvik,FO,2021-06-02 15:32:55,62.2266,-6.589,52.72,94,99,12.84
334,San Juan,AR,2021-06-02 15:32:55,-31.5375,-68.5364,75.72,39,95,3.02
335,Progreso,MX,2021-06-02 15:32:02,21.2833,-89.6667,86.11,62,12,9.86
336,Richards Bay,ZA,2021-06-02 15:32:55,-28.783,32.0377,62.04,77,1,4.68
337,Nemuro,JP,2021-06-02 15:32:56,43.3236,145.575,48.43,100,100,6.42
338,Cicevac,RS,2021-06-02 15:32:56,43.7188,21.4408,72.77,60,17,9.24
339,Sao Felix Do Xingu,BR,2021-06-02 15:32:56,-6.6447,-51.995,91.67,39,2,3.29
340,Malanje,AO,2021-06-02 15:32:57,-9.5402,16.341,82.78,65,75,0.0
341,Atbasar,KZ,2021-06-02 15:32:57,51.8,68.3333,70.93,47,98,15.75
342,Laurel,US,2021-06-02 15:29:34,39.0993,-76.8483,77.63,67,1,3.0
343,Guerrero Negro,MX,2021-06-02 15:32:57,27.9769,-114.0611,66.94,64,8,8.48
344,Labuan,MY,2021-06-02 15:32:58,5.2767,115.2417,82.56,94,20,0.0
345,Zhezkazgan,KZ,2021-06-02 15:32:58,47.8043,67.7144,70.45,52,80,4.61
346,Ulladulla,AU,2021-06-02 15:32:58,-35.35,150.4667,52.09,69,100,2.93
347,Callaguip,PH,2021-06-02 15:32:59,18.0714,120.4867,86.02,74,40,7.67
348,Gravdal,NO,2021-06-02 15:32:59,68.1214,13.5031,69.48,52,0,5.75
349,Aguimes,ES,2021-06-02 15:32:59,27.9054,-15.4461,72.66,56,20,18.41
350,Auki,SB,2021-06-02 15:33:00,-8.7676,160.7034,77.81,89,57,4.16
351,Madimba,TZ,2021-06-02 15:33:00,-10.4,40.3333,75.45,81,34,8.84
352,Arkhangelskoye,RU,2021-06-02 15:33:00,55.8549,35.3287,56.79,74,85,7.0
353,Pasighat,IN,2021-06-02 15:33:01,28.0667,95.3333,76.86,94,80,2.64
354,Longyearbyen,SJ,2021-06-02 15:33:01,78.2186,15.6401,42.64,70,75,18.41
355,Tarbagatay,RU,2021-06-02 15:33:01,51.4803,107.3602,53.13,78,63,2.71
356,Morondava,MG,2021-06-02 15:33:02,-20.2833,44.2833,75.67,73,6,11.39
357,Makakilo City,US,2021-06-02 15:33:02,21.3469,-158.0858,74.68,78,75,6.91
358,Voyvozh,RU,2021-06-02 15:33:03,62.892,54.9635,49.21,64,95,11.83
359,Bilma,NE,2021-06-02 15:33:03,18.6853,12.9164,107.73,6,2,9.6
360,Tinalmud,PH,2021-06-02 15:33:03,13.5941,122.878,81.73,79,100,11.97
361,Lubao,PH,2021-06-02 15:33:04,14.9167,120.55,80.67,93,100,14.65
362,Siuna,NI,2021-06-02 15:33:04,13.7332,-84.7773,87.93,48,86,4.59
363,Chaozhou,CN,2021-06-02 15:33:04,23.6651,116.6379,78.66,94,100,1.43
364,Mariinsk,RU,2021-06-02 15:33:04,56.2139,87.7472,63.84,65,17,2.35
365,El Dorado,US,2021-06-02 15:33:05,38.7666,-120.5177,85.6,38,30,3.22
366,Chateaubelair,VC,2021-06-02 15:33:05,13.2833,-61.25,84.81,65,20,8.97
367,Shikhazany,RU,2021-06-02 15:33:05,55.5605,47.393,63.23,71,76,13.94
368,Lagoa,PT,2021-06-02 15:33:06,39.05,-27.9833,59.2,58,80,5.95
369,Mangaratiba,BR,2021-06-02 15:33:06,-22.9597,-44.0406,86.86,61,0,2.84
370,Mount Gambier,AU,2021-06-02 15:31:35,-37.8333,140.7667,48.11,100,90,6.91
371,Havoysund,NO,2021-06-02 15:33:06,70.9963,24.6622,68.88,70,0,15.5
372,Larsnes,NO,2021-06-02 15:33:07,62.2028,5.5773,75.61,59,41,3.44
373,Port Macquarie,AU,2021-06-02 15:31:31,-31.4333,152.9167,53.38,80,40,5.57
374,Gayny,RU,2021-06-02 15:33:07,60.3071,54.3241,52.83,43,5,4.54
375,Paita,PE,2021-06-02 15:33:08,-5.0892,-81.1144,72.16,71,76,10.22
376,Montemor-O-Novo,PT,2021-06-02 15:33:08,38.6481,-8.2145,78.21,51,42,13.53
377,Kismayo,SO,2021-06-02 15:33:08,-0.3582,42.5454,78.53,80,100,11.95
378,Los Llanos De Aridane,ES,2021-06-02 15:33:09,28.6585,-17.9182,69.55,79,75,7.61
379,Flin Flon,CA,2021-06-02 15:30:07,54.7682,-101.865,73.24,46,75,9.26
380,Teguldet,RU,2021-06-02 15:33:09,57.3064,88.1667,59.95,95,35,5.28
381,Antsohihy,MG,2021-06-02 15:33:09,-14.8796,47.9875,75.81,69,73,0.76
382,Maraba,BR,2021-06-02 15:33:10,-5.3686,-49.1178,93.38,55,40,4.61
383,Tukrah,LY,2021-06-02 15:33:10,32.5341,20.5791,74.59,46,32,20.85
384,Morant Bay,JM,2021-06-02 15:30:30,17.8815,-76.4093,82.02,66,7,12.8
385,Presidente Medici,BR,2021-06-02 15:33:10,-11.1753,-61.9014,87.66,51,9,3.09
386,Iqaluit,CA,2021-06-02 15:33:11,63.7506,-68.5145,33.53,86,90,5.99
387,Gambela,ET,2021-06-02 15:33:11,8.25,34.5833,77.49,71,94,0.65
388,Sunel,IN,2021-06-02 15:33:11,24.3667,75.9667,89.35,36,80,17.07
389,Bridgetown,BB,2021-06-02 15:29:58,13.1,-59.6167,86.49,51,20,12.3
390,Knysna,ZA,2021-06-02 15:33:12,-34.0363,23.0471,62.98,83,98,7.4
391,Fare,PF,2021-06-02 15:33:12,-16.7,-151.0167,80.26,71,35,13.67
392,Mayumba,GA,2021-06-02 15:33:12,-3.432,10.6554,78.58,78,37,6.98
393,Mancio Lima,BR,2021-06-02 15:33:13,-7.6142,-72.8958,75.27,100,90,3.44
394,Vostok,RU,2021-06-02 15:33:13,46.4856,135.8833,49.17,67,100,4.47
395,At-Bashi,KG,2021-06-02 15:33:13,41.1702,75.8106,58.35,68,78,1.45
396,Dunedin,NZ,2021-06-02 15:32:22,-45.8742,170.5036,47.8,80,1,1.99
397,Golden,US,2021-06-02 15:30:01,39.7555,-105.2211,69.03,55,99,1.99
398,Bursa,TR,2021-06-02 15:29:52,40.1667,29.0833,55.44,69,60,5.64
399,Hamina,FI,2021-06-02 15:33:14,60.5697,27.1979,74.48,67,37,3.69
400,Okhotsk,RU,2021-06-02 15:33:14,59.3833,143.3,37.27,86,83,5.57
401,Fairbanks,US,2021-06-02 15:29:12,64.8378,-147.7164,51.76,86,90,5.75
402,Venado Tuerto,AR,2021-06-02 15:30:04,-33.7456,-61.9688,61.9,52,34,13.4
403,Nizhnevartovsk,RU,2021-06-02 15:33:15,60.9344,76.5531,46.42,61,20,4.47
404,Pacifica,US,2021-06-02 15:30:41,37.6138,-122.4869,62.38,92,40,3.0
405,San Policarpo,PH,2021-06-02 15:33:15,12.1791,125.5072,79.43,86,76,5.08
406,Canon City,US,2021-06-02 15:33:16,38.441,-105.2424,71.29,52,1,3.0
407,Miguel Auza,MX,2021-06-02 15:33:16,24.2933,-103.4503,67.24,52,96,2.98
408,Tabuk,PH,2021-06-02 15:33:16,17.4189,121.4443,78.98,81,96,6.08
409,Chapleau,CA,2021-06-02 15:33:17,47.8405,-83.4034,69.89,40,75,10.36
410,Mabaruma,GY,2021-06-02 15:33:17,8.2,-59.7833,85.96,61,85,6.2
411,Hegang,CN,2021-06-02 15:33:17,47.4,130.3667,54.95,66,100,3.94
412,Jacareacanga,BR,2021-06-02 15:33:18,-6.2222,-57.7528,94.41,34,1,4.16
413,Westerville,US,2021-06-02 15:28:59,40.1262,-82.9291,66.29,92,90,6.17
414,Galesong,ID,2021-06-02 15:33:18,-5.3166,119.3661,75.22,73,11,5.82
415,Kingsport,US,2021-06-02 15:28:40,36.5484,-82.5618,77.36,67,90,1.01
416,Kholm,RU,2021-06-02 15:33:18,59.2667,32.85,63.27,39,13,8.88
417,Margate,GB,2021-06-02 15:33:19,51.3813,1.3862,73.26,83,98,9.55
418,Dayong,CN,2021-06-02 15:33:19,25.0209,118.2898,78.48,94,100,2.08
419,Potosi,BO,2021-06-02 15:33:19,-19.5836,-65.7531,49.06,40,26,3.44
420,San Patricio,US,2021-06-02 15:33:20,28.017,-97.5169,85.01,67,100,4.29
421,Lubango,AO,2021-06-02 15:33:20,-14.9172,13.4925,76.86,15,0,4.61
422,Waipawa,NZ,2021-06-02 15:33:20,-41.4122,175.5153,45.23,88,0,4.43
423,Jimma,ET,2021-06-02 15:33:21,7.6667,36.8333,63.01,92,67,2.84
424,Constitucion,CL,2021-06-02 15:33:21,-35.3333,-72.4167,61.86,76,33,6.4
425,Bajil,YE,2021-06-02 15:33:21,15.0584,43.2851,95.92,35,29,4.81
426,Myitkyina,MM,2021-06-02 15:33:22,25.3833,97.4,75.04,97,11,1.54
427,Birao,CF,2021-06-02 15:33:22,10.2849,22.7882,89.65,40,91,7.87
428,Vila Franca Do Campo,PT,2021-06-02 15:33:22,37.7167,-25.4333,64.81,53,65,9.53
429,Hofn,IS,2021-06-02 15:33:23,64.2539,-15.2082,48.22,87,90,16.11
430,Caala,AO,2021-06-02 15:33:23,-12.8525,15.5606,78.33,33,12,2.71
431,Vero Beach,US,2021-06-02 15:31:16,27.6386,-80.3973,85.05,75,40,5.99
432,Hobyo,SO,2021-06-02 15:33:23,5.3505,48.5268,79.81,77,100,23.11
433,Luwuk,ID,2021-06-02 15:33:24,-0.9516,122.7875,76.51,83,100,4.83
434,Stokmarknes,NO,2021-06-02 15:33:24,68.5646,14.9108,69.76,57,8,1.83
435,Nyimba,ZM,2021-06-02 15:33:24,-14.5566,30.8149,74.35,50,100,6.44
436,Kalanguy,RU,2021-06-02 15:33:25,51.0167,116.5167,45.36,93,78,6.06
437,Pangai,TO,2021-06-02 15:33:25,-19.8,-174.35,75.0,78,100,14.32
438,Port Lincoln,AU,2021-06-02 15:33:25,-34.7333,135.8667,59.25,81,3,14.36
439,Nurota,UZ,2021-06-02 15:33:26,40.5614,65.6886,96.89,15,8,5.14
440,Necochea,AR,2021-06-02 15:33:26,-38.5473,-58.7368,53.04,63,97,23.0
441,Ryotsu,JP,2021-06-02 15:33:26,38.0833,138.4333,62.46,74,85,2.17
442,Half Moon Bay,US,2021-06-02 15:33:27,37.4636,-122.4286,62.06,85,90,3.44
443,Chicla,PE,2021-06-02 15:33:27,-11.705,-76.2686,52.88,55,76,0.89
444,Salalah,OM,2021-06-02 15:33:27,17.0151,54.0924,84.29,79,20,9.22
445,Thinadhoo,MV,2021-06-02 15:33:27,0.5333,72.9333,83.79,70,100,17.09
446,Naze,JP,2021-06-02 15:33:28,28.3667,129.4833,73.09,86,100,14.12
447,Nizwa,OM,2021-06-02 15:33:28,22.9333,57.5333,100.26,10,0,1.41
448,Yingkou,CN,2021-06-02 15:33:28,40.6648,122.2283,61.48,98,100,5.84
449,Stonewall,CA,2021-06-02 15:29:18,50.1344,-97.3268,70.99,64,75,4.68
450,Marzuq,YE,2021-06-02 15:33:29,14.4,46.4667,81.18,51,80,10.04
451,Progress,US,2021-06-02 15:33:29,40.2851,-76.8314,73.78,78,75,1.99
452,Manhattan,US,2021-06-02 15:33:20,40.7834,-73.9662,79.27,58,1,0.0
453,Petropavlovsk-Kamchatskiy,RU,2021-06-02 15:31:16,53.0452,158.6483,32.59,93,29,3.53
454,Yishui,CN,2021-06-02 15:33:30,35.7847,118.6281,68.0,91,100,3.42
455,Svetlyy,RU,2021-06-02 15:33:30,54.675,20.1347,66.25,64,26,7.78
456,Poum,NC,2021-06-02 15:33:30,-20.2333,164.0167,72.28,67,91,14.32
457,Severobaykalsk,RU,2021-06-02 15:33:31,55.65,109.3167,42.62,83,61,0.25
458,Ha Tinh,VN,2021-06-02 15:31:23,18.3333,105.9,84.51,70,80,3.78
459,Topolobampo,MX,2021-06-02 15:33:31,25.6,-109.05,84.06,61,40,4.61
460,Oyama,JP,2021-06-02 15:33:31,36.3,139.8,73.58,77,98,5.12
461,Merke,KZ,2021-06-02 15:33:32,42.8728,73.1786,72.43,46,93,13.33
462,Hirara,JP,2021-06-02 15:33:33,24.8,125.2833,81.77,88,100,14.61
463,Balakhta,RU,2021-06-02 15:33:33,55.38,91.6,57.58,71,9,1.83
464,Narrabri,AU,2021-06-02 15:33:33,-30.3167,149.7833,62.53,77,75,8.05
465,Polewali,ID,2021-06-02 15:33:34,-3.4324,119.3435,77.0,89,40,2.82
466,Hambantota,LK,2021-06-02 15:33:34,6.1241,81.1185,80.94,100,0,16.84
467,Vestmanna,FO,2021-06-02 15:33:34,62.1564,-7.1664,50.92,87,90,1.77
468,Russell,US,2021-06-02 15:32:39,32.3502,-85.1999,78.8,67,20,5.77
469,Inhambane,MZ,2021-06-02 15:33:35,-23.865,35.3833,73.38,78,40,9.22
470,Ialibu,PG,2021-06-02 15:33:35,-6.2821,143.9935,57.74,97,100,1.66
471,Dharchula,IN,2021-06-02 15:33:35,29.85,80.5333,67.98,72,75,3.98
472,Yulara,AU,2021-06-02 15:33:36,-25.2406,130.9889,51.64,66,74,8.05
473,Aykhal,RU,2021-06-02 15:33:36,66.0,111.5,57.45,66,90,2.91
474,Sinnamary,GF,2021-06-02 15:33:36,5.3833,-52.95,84.02,70,23,2.82
475,Wau,SS,2021-06-02 15:33:36,7.7029,27.9953,87.17,49,70,4.09
476,Maputo,MZ,2021-06-02 15:33:37,-25.9653,32.5892,67.68,73,40,5.75
477,Jaguarao,BR,2021-06-02 15:33:37,-32.5661,-53.3758,66.4,55,6,14.81
478,Saurimo,AO,2021-06-02 15:33:37,-9.6608,20.3916,74.88,33,43,3.71
479,Port Hawkesbury,CA,2021-06-02 15:33:38,45.6169,-61.3485,74.91,52,40,7.0
480,Filingue,NE,2021-06-02 15:33:38,14.3521,3.3168,107.83,13,5,5.28
481,Obregon,NI,2021-06-02 15:33:38,11.9566,-85.9636,87.89,46,75,12.46
482,Chumikan,RU,2021-06-02 15:33:39,54.7183,135.315,35.35,97,100,1.68
483,Kribi,CM,2021-06-02 15:33:39,2.95,9.9167,75.33,89,100,6.33
484,Leo,BF,2021-06-02 15:33:39,11.1,-2.1,100.09,26,84,3.38
485,Saint John,CA,2021-06-02 15:33:15,45.2727,-66.0677,74.43,51,20,9.31
486,Ambilobe,MG,2021-06-02 15:33:40,-13.2,49.05,74.66,70,35,2.26
487,Vanavara,RU,2021-06-02 15:33:40,60.34,102.2797,57.99,50,3,4.81
488,Kem,RU,2021-06-02 15:33:40,64.9555,34.5793,59.14,56,93,4.83
489,Tucupita,VE,2021-06-02 15:33:41,9.0622,-62.051,89.58,47,99,3.31
490,Moron,AR,2021-06-02 15:30:49,-34.6534,-58.6198,60.03,73,40,10.0
491,Narayanpet,IN,2021-06-02 15:33:41,16.7333,77.5,91.94,44,53,4.97
492,Puerto Madryn,AR,2021-06-02 15:31:00,-42.7692,-65.0385,47.57,57,51,10.65
493,Zyryanka,RU,2021-06-02 15:33:41,65.75,150.85,51.73,46,75,4.54
494,Lake Havasu City,US,2021-06-02 15:31:26,34.4839,-114.3224,93.06,15,1,1.01
495,Evensk,RU,2021-06-02 15:33:42,61.95,159.2333,40.28,81,4,1.97
496,Yeniseysk,RU,2021-06-02 15:33:42,58.4497,92.1703,59.65,61,99,2.82
497,Colac,AU,2021-06-02 15:33:42,-38.3333,143.5833,53.17,81,97,2.17
498,Bowen,AU,2021-06-02 15:33:43,-20.0167,148.2333,64.62,85,97,7.47
499,Carepa,CO,2021-06-02 15:33:43,7.7585,-76.6525,85.77,69,100,2.77
500,Novoilinsk,RU,2021-06-02 15:33:43,51.6829,108.7143,46.15,84,58,2.77
501,Bonavista,CA,2021-06-02 15:33:44,48.6499,-53.1147,71.6,61,6,10.54
502,Mandalgovi,MN,2021-06-02 15:33:44,45.7625,106.2708,44.35,78,99,13.65
503,Ndungu,TZ,2021-06-02 15:33:44,-4.3667,38.05,72.88,75,73,4.74
504,Huanren,CN,2021-06-02 15:33:45,41.2647,125.3667,60.1,97,100,6.02
505,Coari,BR,2021-06-02 15:33:45,-4.085,-63.1414,91.47,45,4,0.89
506,Dubuque,US,2021-06-02 15:32:34,42.4833,-90.8668,73.22,57,1,4.83
507,Trelew,AR,2021-06-02 15:31:38,-43.249,-65.3051,46.85,56,51,7.76
508,Santiago Del Estero,AR,2021-06-02 15:33:46,-27.7951,-64.2615,72.19,39,4,10.94
509,Nesterovskaya,RU,2021-06-02 15:33:46,43.2386,45.0503,75.96,91,91,7.11
510,Farap,TM,2021-06-02 15:33:46,39.1704,63.6116,102.2,11,1,4.61
511,Teya,RU,2021-06-02 15:33:46,60.3778,92.6267,57.16,95,98,2.53
512,Sawtell,AU,2021-06-02 15:33:47,-30.3833,153.1,60.82,89,91,8.05
513,Roald,NO,2021-06-02 15:33:47,62.5833,6.1333,70.72,45,0,3.44
514,Bathsheba,BB,2021-06-02 15:33:47,13.2167,-59.5167,86.61,51,20,14.27
515,Carinhanha,BR,2021-06-02 15:33:48,-14.3047,-43.765,91.94,25,0,5.1
516,Morehead,US,2021-06-02 15:33:48,37.2711,-87.1764,67.71,97,90,10.36
517,Karatau,KZ,2021-06-02 15:33:48,43.1667,70.4667,78.08,30,1,5.32
518,Mayo,US,2021-06-02 15:33:49,38.8876,-76.5119,79.09,72,100,3.0
519,Bacungan,PH,2021-06-02 15:33:49,9.9106,118.7022,80.65,83,75,4.29
520,Kulhudhuffushi,MV,2021-06-02 15:33:49,6.6221,73.07,83.28,78,47,17.16
521,Lamar,US,2021-06-02 15:33:50,33.6668,-95.5836,72.52,73,75,9.62
522,Pak Phanang,TH,2021-06-02 15:33:50,8.3511,100.202,83.19,78,96,5.14
523,Camacha,PT,2021-06-02 15:33:50,33.0833,-16.3333,65.62,56,40,19.57
524,Tilichiki,RU,2021-06-02 15:33:51,60.4667,166.1,38.07,73,8,0.81
525,Sapa,PH,2021-06-02 15:33:51,5.1544,120.3241,82.58,82,98,12.35
526,Port Keats,AU,2021-06-02 15:33:51,-14.25,129.55,75.36,73,51,2.42
527,Zhangjiakou,CN,2021-06-02 15:33:31,40.81,114.8794,55.17,41,65,13.44
528,Monte Alegre,BR,2021-06-02 15:33:52,-2.0078,-54.0692,88.95,53,9,4.79
529,Daru,PG,2021-06-02 15:33:52,-9.0763,143.2092,77.59,86,100,13.87
530,Tartagal,AR,2021-06-02 15:33:52,-22.5164,-63.8013,77.14,53,0,7.96
531,Tarko-Sale,RU,2021-06-02 15:33:53,64.9225,77.785,37.0,75,84,16.02
532,Isangel,VU,2021-06-02 15:33:53,-19.55,169.2667,68.92,66,13,8.5
533,Puerto Ayacucho,VE,2021-06-02 15:33:53,5.6639,-67.6236,78.82,81,100,1.48
534,Provideniya,RU,2021-06-02 15:33:54,64.3833,-173.3,32.27,63,11,6.29
535,Chitral,PK,2021-06-02 15:32:19,35.8462,71.7858,74.35,37,12,6.31
536,Lerwick,GB,2021-06-02 15:33:54,60.1545,-1.1494,57.2,74,0,18.14
537,Manama,BH,2021-06-02 15:33:54,26.2154,50.5832,105.98,36,0,12.66
538,Inta,RU,2021-06-02 15:33:55,66.0317,60.1659,37.06,78,100,18.37
539,Kandiari,PK,2021-06-02 15:33:55,26.9156,68.5216,101.59,24,2,10.58
540,Kasese,UG,2021-06-02 15:33:55,0.1833,30.0833,72.68,80,98,4.83
541,Soma,TR,2021-06-02 15:33:56,39.1855,27.6094,74.35,53,56,9.57
542,Meadow Lake,US,2021-06-02 15:33:56,34.8014,-106.5436,73.47,39,54,6.31
543,Nathdwara,IN,2021-06-02 15:33:56,24.9333,73.8167,86.79,34,84,7.61
544,North Bend,US,2021-06-02 15:33:56,43.4065,-124.2243,69.94,94,90,4.61
545,Gamba,GA,2021-06-02 15:33:57,-2.65,10.0,78.76,76,44,8.68
546,Lagos,NG,2021-06-02 15:33:07,6.5833,3.75,88.12,64,72,8.16
547,Knappskog,NO,2021-06-02 15:33:57,60.3819,5.0558,75.72,45,0,13.8
548,Asten,NL,2021-06-02 15:33:58,51.4042,5.7486,85.05,34,38,5.7
549,Seoul,KR,2021-06-02 15:33:07,37.5683,126.9778,69.31,77,0,2.06
550,Moree,AU,2021-06-02 15:33:58,-29.4667,149.85,60.82,63,75,10.36
551,Ponta Delgada,PT,2021-06-02 15:33:02,37.7333,-25.6667,65.12,52,20,14.97
